--- chiEFTparameters used ---
n_mesh = 50
pmax_fm = 5.0
emax = 4
Nnmax = 20
chi_order = 4
calc_NN = true
calc_3N = true
coulomb = true
calc_EperA = false
hw = 20.0
srg = true
srg_lambda = 2.0
tbme_fmt = snt.bin
fn_tbme = tbme_emn500n4lo_2n3n_srg2.0hw20emax4.snt.bin
pottype = emn500n4lo
LambdaSFR = 700.0
target_nlj = Vector{Int64}[]
v_chi_order = 0
n_mesh_P = 10
Pmax_fm = 3.0
kF = 1.35
BetaCM = 0.0
-----------------------------
size of dWS (jmax 9 lmax 40 e2max 8 Nnmax 20):
     dtri    4.46 MB    dcgm0    1.11 MB  d6j_int    1.11 MB   d6j_lj    0.28 MB
  d9j_lsj    1.76 MB  dictHOB    0.44 MB
# of two-body states 78
# of sp states 15
# of channels 2bstate 55 #TBME = 34320
size of dWS (jmax 9 lmax 40 e2max 8 Nnmax 20):
     dtri    4.46 MB    dcgm0    1.11 MB  d6j_int    1.11 MB   d6j_lj    0.28 MB
  d9j_lsj    1.76 MB  dictHOB    0.44 MB
target: O16 Ref. => Z=8 N=8 E:     -86.8656  = E1b    329.29  + E2b   -416.16   (    -35.64  -327.21   -53.31)
EMP2    -23.15627 1b    -0.000 pp    -2.982 pn   -17.138 nn    -3.036
EMP3      0.47114 pp     0.637 hh    -1.206 ph     1.040
E_HF    -86.86559  E_MBPT(3) =    -109.5507  Eexp:     -127.619

parameters in ann_sample_params.jl will be used.
 step:        s             E0   ||Omega_1||   ||Omega_2||     ||Eta_1||     ||Eta_2||    Ncomm.  nwritten
   245   61.250  -293.34863741  1.689325e-01  2.512463e+00  1.133529e-06  6.052566e-06      3008         0
   246   61.500  -293.34863753  1.689326e-01  2.512463e+00  1.095052e-06  5.847117e-06      3020         0
   247   61.750  -293.34863765  1.689327e-01  2.512463e+00  1.057881e-06  5.648643e-06      3032         0
   248   62.000  -293.34863776  1.689328e-01  2.512463e+00  1.021972e-06  5.456905e-06      3044         0
   249   62.250  -293.34863787  1.689329e-01  2.512463e+00  9.872820e-07  5.271675e-06      3056         0
   250   62.500  -293.34863798  1.689329e-01  2.512463e+00  9.537694e-07  5.092733e-06      3068         0
   251   62.750  -293.34863808  1.689330e-01  2.512463e+00  9.213943e-07  4.919865e-06      3080         0
   252   63.000  -293.34863818  1.689331e-01  2.512464e+00  8.901182e-07  4.752865e-06      3092         0
   253   63.250  -293.34863827  1.689332e-01  2.512464e+00  8.599037e-07  4.591533e-06      3104         0
   254   63.500  -293.34863836  1.689333e-01  2.512464e+00  8.307148e-07  4.435678e-06      3116         0
   255   63.750  -293.34863845  1.689333e-01  2.512464e+00  8.025168e-07  4.285113e-06      3128         0
   256   64.000  -293.34863854  1.689334e-01  2.512464e+00  7.752759e-07  4.139659e-06      3140         0
   257   64.250  -293.34863862  1.689335e-01  2.512464e+00  7.489597e-07  3.999142e-06      3152         0
   258   64.500  -293.34863870  1.689335e-01  2.512464e+00  7.235368e-07  3.863395e-06      3164         0
   259   64.750  -293.34863878  1.689336e-01  2.512464e+00  6.989768e-07  3.732255e-06      3176         0
   260   65.000  -293.34863885  1.689337e-01  2.512464e+00  6.752506e-07  3.605567e-06      3188         0
   261   65.250  -293.34863893  1.689337e-01  2.512464e+00  6.523297e-07  3.483180e-06      3200         0
   262   65.500  -293.34863900  1.689338e-01  2.512464e+00  6.301868e-07  3.364946e-06      3212         0
   263   65.750  -293.34863906  1.689338e-01  2.512465e+00  6.087956e-07  3.250726e-06      3224         0
   264   66.000  -293.34863913  1.689339e-01  2.512465e+00  5.881305e-07  3.140383e-06      3236         0
   265   66.250  -293.34863919  1.689339e-01  2.512465e+00  5.681668e-07  3.033786e-06      3248         0
   266   66.500  -293.34863925  1.689340e-01  2.512465e+00  5.488808e-07  2.930807e-06      3260         0
   267   66.750  -293.34863931  1.689340e-01  2.512465e+00  5.302494e-07  2.831323e-06      3272         0
   268   67.000  -293.34863937  1.689341e-01  2.512465e+00  5.122505e-07  2.735217e-06      3284         0
   269   67.250  -293.34863942  1.689341e-01  2.512465e+00  4.948626e-07  2.642372e-06      3296         0
   270   67.500  -293.34863948  1.689342e-01  2.512465e+00  4.780648e-07  2.552679e-06      3308         0
   271   67.750  -293.34863953  1.689342e-01  2.512465e+00  4.618373e-07  2.466031e-06      3320         0
   272   68.000  -293.34863958  1.689342e-01  2.512465e+00  4.461606e-07  2.382324e-06      3332         0
   273   68.250  -293.34863962  1.689343e-01  2.512465e+00  4.310160e-07  2.301458e-06      3344         0
   274   68.500  -293.34863967  1.689343e-01  2.512465e+00  4.163855e-07  2.223337e-06      3356         0
   275   68.750  -293.34863972  1.689343e-01  2.512465e+00  4.022516e-07  2.147868e-06      3368         0
   276   69.000  -293.34863976  1.689344e-01  2.512465e+00  3.885975e-07  2.074960e-06      3380         0
   277   69.250  -293.34863980  1.689344e-01  2.512465e+00  3.754069e-07  2.004528e-06      3392         0
   278   69.500  -293.34863984  1.689345e-01  2.512466e+00  3.626640e-07  1.936486e-06      3404         0
   279   69.750  -293.34863988  1.689345e-01  2.512466e+00  3.503536e-07  1.870754e-06      3416         0
   280   70.000  -293.34863992  1.689345e-01  2.512466e+00  3.384611e-07  1.807253e-06      3428         0
   281   70.250  -293.34863995  1.689345e-01  2.512466e+00  3.269724e-07  1.745907e-06      3440         0
   282   70.500  -293.34863999  1.689346e-01  2.512466e+00  3.158735e-07  1.686644e-06      3452         0
   283   70.750  -293.34864002  1.689346e-01  2.512466e+00  3.051515e-07  1.629392e-06      3464         0
   284   71.000  -293.34864005  1.689346e-01  2.512466e+00  2.947933e-07  1.574084e-06      3476         0
   285   71.250  -293.34864009  1.689346e-01  2.512466e+00  2.847868e-07  1.520653e-06      3488         0
   286   71.500  -293.34864012  1.689347e-01  2.512466e+00  2.751200e-07  1.469036e-06      3500         0
   287   71.750  -293.34864015  1.689347e-01  2.512466e+00  2.657812e-07  1.419171e-06      3512         0
   288   72.000  -293.34864017  1.689347e-01  2.512466e+00  2.567595e-07  1.370998e-06      3524         0
   289   72.250  -293.34864020  1.689347e-01  2.512466e+00  2.480440e-07  1.324461e-06      3536         0
   290   72.500  -293.34864023  1.689348e-01  2.512466e+00  2.396244e-07  1.279503e-06      3548         0
   291   72.750  -293.34864025  1.689348e-01  2.512466e+00  2.314905e-07  1.236072e-06      3560         0
   292   73.000  -293.34864028  1.689348e-01  2.512466e+00  2.236328e-07  1.194114e-06      3572         0
   293   73.250  -293.34864030  1.689348e-01  2.512466e+00  2.160417e-07  1.153581e-06      3584         0
   294   73.500  -293.34864033  1.689348e-01  2.512466e+00  2.087084e-07  1.114424e-06      3596         0
   295   73.750  -293.34864035  1.689349e-01  2.512466e+00  2.016239e-07  1.076596e-06      3608         0
   296   74.000  -293.34864037  1.689349e-01  2.512466e+00  1.947800e-07  1.040052e-06      3620         0
   297   74.250  -293.34864039  1.689349e-01  2.512466e+00  1.881683e-07  1.004748e-06      3632         0
   298   74.500  -293.34864041  1.689349e-01  2.512466e+00  1.817811e-07  9.706428e-07      3644         0
Operator:Rp2
   HF point proton radius     2.714685 charge radius     2.838595 => HF+PT     2.851530
IMSRG point proton radius     2.735095 charge radius     2.858120
